Arabic,French,English,Historique,Geographiqye,Civil,Islemic,Math,Physique,Siance,technique,Sport,moys
4.392680701941886,13.319180836765902,14.638615348790271,18.715448593808894,0,0,0,0,7.724798237754458,2.1800418714407876,2.923220609632975,17.992029192062112,0
17.950044175098945,13.515333639828667,8.155195749554148,3.511580483498975,0,0,0,0,10.053441504038943,12.220085659483324,3.425524046088231,17.124323893281073,0
3.066897975568885,1.031117825651997,14.351664090692328,17.37674854114504,0,0,0,0,16.35171627297835,8.235210238594398,17.343867658901885,13.923942216051339,0
13.953155415695376,9.484313884751698,8.459250147945774,2.890639315614718,0,0,0,0,5.9476167830221165,8.68456295635784,12.748543826626653,0.08782303590246343,0
12.049904168414889,0.2816279397925925,18.699232612157868,9.92476768270758,0,0,0,0,8.035431268083213,12.889418995413779,11.956514520301749,17.324548610769266,0
9.142994988972477,3.699084826911958,6.777266671331333,4.357566636604533,0,0,0,0,10.98620526122124,4.121645519398303,11.910971182342351,17.427970428373015,0
4.096916547393756,0.19668834508289157,7.057963505160769,2.3286999185258694,0,0,0,0,3.004381407965211,11.793694938557845,8.491197284383203,14.508438288247982,0
6.797719213316011,1.1155604666420094,10.12012053936829,10.204000531721212,0,0,0,0,13.570395880620827,14.2681580794954,3.293658446938208,12.274362451576941,0
12.64589624142295,5.979419168975495,10.73853227651222,17.775320314936337,0,0,0,0,1.4509591482298823,5.965926091033669,5.646973400172268,13.593288193868107,0
3.8069405780075627,3.5345376539882323,1.346068338454589,17.602276650422134,0,0,0,0,17.972531159220637,7.8402447882416615,18.698295828401296,6.088373888602245,0
18.257780523816997,2.2120735662554925,11.75353987043394,3.0294548937543175,0,0,0,0,14.930582595639725,11.561980444946062,12.651194245139196,19.70899651611245,0
11.068984322871183,14.421174809191513,9.764149951329188,16.89846915268156,0,0,0,0,7.590402973771688,13.769431453817798,6.3776895127157545,11.260648567188325,0
6.677974827778872,3.2903625297558103,5.397046283604061,15.36311701008438,0,0,0,0,6.771978676990951,0.5101730093772705,16.478530707457942,9.03655362942352,0
11.380244991297086,11.527086684198435,12.176391804989713,12.890327021026005,0,0,0,0,12.232261636505331,7.962726477456066,13.4761139778206,12.016357337782445,0
14.6213290330245,9.544144213186534,12.266677141304065,0.7439221705100585,0,0,0,0,5.032343042131748,12.12336646388577,10.506175257153032,17.32374317931233,0
13.583542885421435,19.696942384440707,15.411781325798836,11.140509609836382,0,0,0,0,15.871192312131727,3.218300110561063,18.905480965329073,10.929722418444005,0
18.534115599949402,3.1009116056452157,14.147918542231023,8.179786146228377,0,0,0,0,0.5164047266616345,5.077435839297362,0.9433797503453656,7.36912699219499,0
10.754769436828182,9.740731777777214,1.6263827403386233,1.3193070860271239,0,0,0,0,19.1452132752192,4.611770084441007,13.27452674945401,13.694610062852487,0
19.82242816589174,1.9759737930382815,4.702557602894126,7.044589847102034,0,0,0,0,15.390980091137141,12.754904046739187,13.563380110213323,19.17464660609256,0
8.031754639427666,12.366455249958312,9.216726391100343,18.788432060889505,0,0,0,0,5.764992066108043,6.61867047762046,10.751782253865914,10.04268821296003,0
1.7759221373508338,6.95294842964334,16.27575051558911,6.00808343676314,0,0,0,0,3.081188023035315,19.034664288184583,15.23665713053354,12.028469055293467,0
6.148693074427591,14.763504496853432,13.079082383174088,12.248707350278533,0,0,0,0,12.372387778331895,7.556037328042462,15.209951340232152,5.697932313482303,0
7.525586842723748,12.517810560469663,10.138849214163535,5.6847794715679605,0,0,0,0,4.875414566779311,7.83573727294953,12.858922376934697,18.990495300017322,0
19.965457291699686,14.672802422849466,2.594809222439416,12.338587253129083,0,0,0,0,9.624212979162019,19.533870244431192,18.953220005926827,8.739982848040784,0
18.819761979018097,4.05527590861184,1.2537051173489133,0.3273339231438466,0,0,0,0,7.297491193426026,17.645425941925534,5.987865911743384,15.69459290032926,0
0.8967032874154235,11.266671902573684,17.333718689512725,15.038240744851603,0,0,0,0,17.992022909675672,15.789577603275616,16.028301512287467,17.639032202440315,0
8.227612353071937,8.185009382502429,12.479973727167003,6.853564756865542,0,0,0,0,15.99844245609886,5.653079596614383,3.0809480156796454,6.545361698702394,0
4.4339140413998805,4.5041780097211115,12.048515456198952,4.4520782637444505,0,0,0,0,9.519618634669643,16.608418475308728,16.34311836923887,15.848092370615083,0
17.26327173444894,14.117247673622195,8.663882509710113,4.498808165025756,0,0,0,0,17.794627391338874,19.51512367144029,14.291827915086008,3.058369426216021,0
12.45590144132006,8.017036576423148,6.811934409649611,14.05057438849715,0,0,0,0,6.923181337642525,4.841055080467152,9.338183315692403,17.349208259257406,0
