Arabic,French,English,Historique,Geographiqye,Civil,Islemic,Math,Physique,Siance,technique,Sport,moyS1
8.515598099690056,4.296905165978588,18.02009112028196,17.2168517429826,18.818372395627605,0.03410215269936678,0.3438101480819,13.197993054967434,4.130545739439571,7.047254917227064,16.609440495228558,14.669856006297906,6.233255391730564
13.715767731720625,7.195663328265334,12.93140055068567,7.597216219649614,8.238260509504936,13.513642738480842,15.387339856214922,2.5683690303158446,11.483104299133428,19.123799055967112,7.609494958716148,18.95254891922681,9.371942903169057
4.425941577809935,1.264214289168215,4.0169012017148535,0.7066173350128557,10.688538043338614,18.73154133257074,19.549758582978175,9.76991401016533,0.16279561694426237,9.794645386063474,1.3433293543455416,16.381563599775035,4.59620027265067
11.509003315386472,12.985871669141796,16.97769281598254,0.26114166211258505,18.57357133591228,7.475040387681142,18.59234992011595,0.8883212686245079,5.186108332938453,2.3935998102738743,18.81179552653038,10.396383859665459,7.120663292122199
16.65925031194947,13.510713311891834,16.962425402738322,11.991367694690984,5.44609764440388,16.00748556592793,3.9703250958310843,9.751678621757803,4.827731370501473,11.79380445669535,11.10247224264295,17.471064365576193,8.349984904999387
6.127125397731015,3.2497977937986966,12.389978235245238,15.906374581637348,18.645518346006238,0.04780977364932992,1.0676452232270028,6.181909439860029,17.601156804290085,11.683347075277283,14.739535593745007,6.813704372405911,7.816790283399593
5.287036140697392,5.595421975896365,9.188675643900977,11.013183031071465,18.46862893030891,19.45207755742891,7.706791846155681,19.45622403000113,3.465606340901952,3.445150169724822,1.5349870892936979,7.583772433241018,5.439975957489256
4.686303160881677,17.44838902750019,9.947139080752866,19.465498897200398,13.799400508932159,15.837332045589374,11.55062440632883,1.532519812826565,13.169246608415339,3.5088647820000896,18.45381033560819,16.666836140170282,8.746872631919654
3.5276659628458873,5.009085204291837,4.390409568038978,9.525539632241726,1.8009832154601013,6.329495968229004,13.500404752213626,15.337157473167464,9.034476793086563,4.46979673021711,11.729430582895926,12.946619548011078,5.00151587909954
16.121924282020554,3.8535703712962843,5.949613126934736,8.340373396792053,5.466710426069767,1.6569263434487658,7.200530952106654,11.860922732137665,15.843080788460352,0.7661885163665172,9.789370930768076,15.873254952934415,6.75185703558388
4.664645670694285,6.560566420544054,8.417666946770694,8.332152185946477,5.300492770506981,10.045665196151672,17.59166212229972,14.287461906608508,19.636689183642105,7.846806142918177,19.32127300826949,4.319332553663768,7.78762747499963
9.025280127275934,2.192116700759066,16.70818687302837,9.346196749409492,17.836313437313095,14.79366228827833,12.433822041001312,17.08125939348617,7.631369881991256,0.8629918216480958,11.90529585987165,11.381326718772467,6.6910413829635935
5.518357852663764,15.342282291213108,11.870761278372255,4.0254259317449375,16.04829616467374,17.90358514216486,2.785379847270286,13.446466766841,4.279532386557303,17.016127137828903,10.913483854655368,18.93386895985849,7.665640987482504
